Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
28,Max Scherzer,36,2TM,NL,6.1,15,4,0.789,2.46,30,30,0,1,0,0,179.1,119,53,49,23,36,0,236,10,0,2,693,167,2.97,0.864,6,1.2,1.8,11.8,6.56,"AS,CYA-3,MVP-14"
29,Max Scherzer,36,WSN,NL,3.3,8,4,0.667,2.76,19,19,0,1,0,0,111,71,36,34,18,28,0,147,8,0,0,428,147,3.6,0.892,5.8,1.5,2.3,11.9,5.25,
30,Max Scherzer,36,LAD,NL,2.8,7,0,1,1.98,11,11,0,0,0,0,68.1,48,17,15,5,8,0,89,2,0,2,265,214,1.96,0.82,6.3,0.7,1.1,11.7,11.13,
31,Marcus Stroman,30,NYM,NL,3.4,10,13,0.435,3.02,33,33,0,0,0,0,179,161,70,60,17,44,2,158,7,0,7,730,133,3.49,1.145,8.1,0.9,2.2,7.9,3.59,
32,Lucas Giolito,26,CHW,AL,4.3,11,9,0.55,3.53,31,31,0,1,0,0,178.2,145,74,70,27,52,1,201,2,0,12,720,124,3.79,1.103,7.3,1.4,2.6,10.1,3.87,CYA-11
33,Cole Irvin*,27,OAK,AL,1.4,10,15,0.4,4.24,32,32,0,0,0,0,178.1,195,94,84,23,42,0,125,9,0,3,768,97,4.3,1.329,9.8,1.2,2.1,6.3,2.98,
34,Patrick Corbin*,31,WSN,NL,-1.2,9,16,0.36,5.82,31,31,0,0,0,0,171.2,192,114,111,37,60,2,143,3,0,0,751,70,5.41,1.468,10.1,1.9,3.1,7.5,2.38,
35,Zack Greinke,37,HOU,AL,1.2,11,6,0.647,4.16,30,29,0,1,0,0,171,164,82,79,30,36,0,120,2,0,3,697,103,4.71,1.17,8.6,1.6,1.9,6.3,3.33,
36,Hyun Jin Ryu*,34,TOR,AL,2,14,10,0.583,4.37,31,31,0,1,1,0,169,170,85,82,24,37,0,143,2,0,2,701,102,4.02,1.225,9.1,1.3,2,7.6,3.86,
37,Anthony DeSclafani,31,SFG,NL,4.3,13,7,0.65,3.17,31,31,0,2,2,0,167.2,141,61,59,19,42,1,152,2,0,7,676,130,3.62,1.091,7.6,1,2.3,8.2,3.62,
38,Corbin Burnes,26,MIL,NL,5.3,11,5,0.688,2.43,28,28,0,0,0,0,167,123,47,45,7,34,0,234,6,0,5,657,170,1.63,0.94,6.6,0.4,1.8,12.6,6.88,"AS,CYA-1,MVP-15"
39,Tyler Anderson*,31,2TM,2LG,1.7,7,11,0.389,4.53,31,31,0,0,0,0,167,170,87,84,27,38,2,134,1,1,1,703,93,4.37,1.246,9.2,1.5,2,7.2,3.53,
40,Tyler Anderson*,31,PIT,NL,1.4,5,8,0.385,4.35,18,18,0,0,0,0,103.1,99,52,50,16,25,0,86,1,0,0,430,98,4.27,1.2,8.6,1.4,2.2,7.5,3.44,
41,Tyler Anderson*,31,SEA,AL,0.3,2,3,0.4,4.81,13,13,0,0,0,0,63.2,71,35,34,11,13,2,48,0,1,1,273,86,4.52,1.319,10,1.6,1.8,6.8,3.69,
42,Yu Darvish,34,SDP,NL,1.4,8,11,0.421,4.22,30,30,0,0,0,0,166.1,138,81,78,28,44,1,199,8,0,9,681,92,3.9,1.094,7.5,1.5,2.4,10.8,4.52,AS
43,Dylan Cease,25,CHW,AL,3,13,7,0.65,3.91,32,32,0,1,1,0,165.2,139,77,72,20,68,0,226,9,2,13,708,112,3.41,1.249,7.6,1.1,3.7,12.3,3.32,
44,Max Fried*,27,ATL,NL,4.2,14,7,0.667,3.04,28,28,0,2,2,0,165.2,139,61,56,15,41,0,158,7,0,7,667,143,3.31,1.087,7.6,0.8,2.2,8.6,3.85,"GG,SS"
45,Wade Miley*,34,CIN,NL,5.3,12,7,0.632,3.37,28,28,0,1,1,0,163,166,64,61,17,50,0,125,3,0,2,690,139,3.97,1.325,9.2,0.9,2.8,6.9,2.5,
46,Lance McCullers Jr.,27,HOU,AL,3.4,13,5,0.722,3.16,28,28,0,0,0,0,162.1,122,59,57,13,76,0,185,10,0,7,684,136,3.52,1.22,6.8,0.7,4.2,10.3,2.43,CYA-7
47,Dallas Keuchel*,33,CHW,AL,0.1,9,9,0.5,5.28,32,30,0,0,0,0,162,189,105,95,25,59,1,95,7,0,5,720,83,5.23,1.531,10.5,1.4,3.3,5.3,1.61,GG
48,Taijuan Walker,28,NYM,NL,0.5,7,11,0.389,4.47,30,29,0,0,0,0,159,133,84,79,26,55,0,146,4,0,5,654,90,4.57,1.182,7.5,1.5,3.1,8.3,2.65,AS
49,Mike Minor*,33,KCR,AL,1,8,12,0.4,5.05,28,28,0,0,0,0,158.2,156,92,89,26,41,0,149,5,0,4,669,90,4.29,1.242,8.8,1.5,2.3,8.5,3.63,
50,Rich Hill*,41,2TM,2LG,1.6,7,8,0.467,3.86,32,31,0,0,0,0,158.2,137,70,68,21,55,0,150,16,1,3,661,105,4.34,1.21,7.8,1.2,3.1,8.5,2.73,
51,Rich Hill*,41,TBR,AL,0.9,6,4,0.6,3.87,19,19,0,0,0,0,95.1,75,41,41,14,36,0,91,8,1,3,389,104,4.55,1.164,7.1,1.3,3.4,8.6,2.53,
52,Rich Hill*,41,NYM,NL,0.7,1,4,0.2,3.84,13,12,0,0,0,0,63.1,62,29,27,7,19,0,59,8,0,0,272,105,4.02,1.279,8.8,1,2.7,8.4,3.11,
53,Merrill Kelly,32,ARI,NL,2.4,7,11,0.389,4.44,27,27,0,0,0,0,158,163,82,78,21,41,3,130,4,0,2,667,95,4.11,1.291,9.3,1.2,2.3,7.4,3.17,
54,Eduardo Rodríguez*,28,BOS,AL,1.7,13,8,0.619,4.74,32,31,0,0,0,0,157.2,172,87,83,19,47,0,185,2,1,0,675,99,3.32,1.389,9.8,1.1,2.7,10.6,3.94,
55,Chris Bassitt,32,OAK,AL,4,12,4,0.75,3.15,27,27,0,1,1,0,157.1,127,55,55,15,39,1,159,11,1,5,637,131,3.34,1.055,7.3,0.9,2.2,9.1,4.08,"AS,CYA-10"
56,Jordan Montgomery*,28,NYY,AL,3.3,6,7,0.462,3.83,30,30,0,0,0,0,157.1,150,73,67,19,51,0,162,2,1,12,661,112,3.69,1.278,8.6,1.1,2.9,9.3,3.18,
57,Yusei Kikuchi*,30,SEA,AL,1.7,7,9,0.438,4.41,29,29,0,0,0,0,157,145,82,77,27,62,0,163,5,0,6,666,93,4.61,1.318,8.3,1.5,3.6,9.3,2.63,AS
58,Lance Lynn,34,CHW,AL,5.5,11,6,0.647,2.69,28,28,0,1,1,0,157,123,52,47,18,45,2,176,2,0,5,641,163,3.32,1.07,7.1,1,2.6,10.1,3.91,"AS,CYA-3"
59,Antonio Senzatela,26,COL,NL,1.9,4,10,0.286,4.42,28,28,0,0,0,0,156.2,178,84,77,12,32,1,105,9,2,4,670,109,3.61,1.34,10.2,0.7,1.8,6,3.28,
60,Luis Garcia,24,HOU,AL,2.6,11,8,0.579,3.48,30,28,1,0,0,0,155.1,133,62,60,19,50,1,167,3,1,9,633,123,3.63,1.178,7.7,1.1,2.9,9.7,3.34,ROY-2
61,Nick Pivetta,28,BOS,AL,2.5,9,8,0.529,4.53,31,30,1,0,0,1,155,137,80,78,24,65,2,175,5,0,9,661,103,4.28,1.303,8,1.4,3.8,10.2,2.69,
62,Ryan Yarbrough*,29,TBR,AL,-1,9,7,0.563,5.11,30,21,0,1,0,0,155,163,96,88,25,27,2,117,9,1,1,653,79,4.45,1.226,9.5,1.5,1.6,6.8,4.33,
63,J.A. Happ*,38,2TM,2LG,-1.3,10,8,0.556,5.79,30,30,0,0,0,0,152.1,177,100,98,30,48,0,122,3,0,4,671,72,5.13,1.477,10.5,1.8,2.8,7.2,2.54,
64,J.A. Happ*,38,MIN,AL,-1.8,5,6,0.455,6.77,19,19,0,0,0,0,98.1,125,76,74,21,31,0,77,3,0,3,445,63,5.42,1.586,11.4,1.9,2.8,7,2.48,
65,J.A. Happ*,38,STL,NL,0.5,5,2,0.714,4,11,11,0,0,0,0,54,52,24,24,9,17,0,45,0,0,1,226,98,4.61,1.278,8.7,1.5,2.8,7.5,2.65,
66,Steven Matz*,30,TOR,AL,2.2,14,7,0.667,3.82,29,29,0,0,0,0,150.2,158,70,64,18,43,0,144,6,1,5,647,117,3.79,1.334,9.4,1.1,2.6,8.6,3.35,
67,Casey Mize,24,DET,AL,3.3,7,9,0.438,3.71,30,30,0,1,0,0,150.1,130,64,62,24,41,0,118,11,0,7,612,114,4.71,1.137,7.8,1.4,2.5,7.1,2.88,
68,Cal Quantrill,26,CLE,AL,3.7,8,3,0.727,2.89,40,22,2,0,0,0,149.2,129,55,48,16,47,0,121,9,0,3,616,149,4.07,1.176,7.8,1,2.8,7.3,2.57,
69,Tarik Skubal*,24,DET,AL,1.7,8,12,0.4,4.34,31,29,1,0,0,0,149.1,141,76,72,35,47,0,164,6,0,4,634,98,5.09,1.259,8.5,2.1,2.8,9.9,3.49,
70,Jon Gray,29,COL,NL,1.6,8,12,0.4,4.59,29,29,0,0,0,0,149,140,83,76,21,58,2,157,8,0,7,644,105,4.22,1.329,8.5,1.3,3.5,9.5,2.71,
71,Logan Webb,24,SFG,NL,3.9,11,3,0.786,3.03,27,26,0,0,0,0,148.1,128,53,50,9,36,0,158,8,0,2,596,136,2.72,1.106,7.8,0.5,2.2,9.6,4.39,
72,Zach Davies,28,CHC,NL,-1,6,12,0.333,5.78,32,32,0,0,0,0,148,162,99,95,25,75,2,114,5,0,0,668,73,5.45,1.601,9.9,1.5,4.6,6.9,1.52,
73,John Means*,28,BAL,AL,3.6,6,9,0.4,3.62,26,26,0,1,1,0,146.2,125,64,59,30,26,0,134,4,0,3,590,123,4.62,1.03,7.7,1.8,1.6,8.2,5.15,
74,Madison Bumgarner*,31,ARI,NL,1.4,7,10,0.412,4.67,26,26,0,1,1,0,146.1,134,82,76,24,39,2,124,11,1,2,613,90,4.63,1.182,8.2,1.5,2.4,7.6,3.18,
75,Freddy Peralta,25,MIL,NL,3.7,10,5,0.667,2.81,28,27,0,1,0,0,144.1,84,47,45,14,56,1,195,11,0,4,580,147,3.12,0.97,5.2,0.9,3.5,12.2,3.48,AS
76,Jameson Taillon,29,NYY,AL,2.3,8,6,0.571,4.3,29,29,0,0,0,0,144.1,130,73,69,24,44,1,140,6,0,4,603,100,4.43,1.206,8.1,1.5,2.7,8.7,3.18,
77,Marco Gonzales*,29,SEA,AL,2.1,10,6,0.625,3.96,25,25,0,1,0,0,143.1,125,64,63,29,42,3,108,5,0,1,585,104,5.28,1.165,7.8,1.8,2.6,6.8,2.57,
78,Zach Plesac,26,CLE,AL,1.1,10,6,0.625,4.67,25,25,0,0,0,0,142.2,137,79,74,23,34,1,100,7,1,5,598,92,4.73,1.199,8.6,1.5,2.1,6.3,2.94,
79,Adrian Houser,28,MIL,NL,1.8,10,6,0.625,3.22,28,26,0,1,1,0,142.1,118,61,51,12,64,0,105,9,1,9,599,128,4.33,1.279,7.5,0.8,4,6.6,1.64,
80,Jon Lester*,37,2TM,NL,-0.5,7,6,0.538,4.71,28,28,0,0,0,0,141.1,159,84,74,25,55,5,91,3,0,0,627,85,5.41,1.514,10.1,1.6,3.5,5.8,1.65,
81,Jon Lester*,37,WSN,NL,-0.6,3,5,0.375,5.02,16,16,0,0,0,0,75.1,91,50,42,14,29,3,51,1,0,0,342,81,5.43,1.593,10.9,1.7,3.5,6.1,1.76,
82,Jon Lester*,37,STL,NL,0.1,4,1,0.8,4.36,12,12,0,0,0,0,66,68,34,32,11,26,2,40,2,0,0,285,90,5.4,1.424,9.3,1.5,3.5,5.5,1.54,
83,Mike Foltynewicz,29,TEX,AL,-0.6,2,12,0.143,5.44,28,24,0,0,0,0,139,139,86,84,35,36,0,97,9,0,2,586,81,6.02,1.259,9,2.3,2.3,6.3,2.69,
84,Alex Wood*,30,SFG,NL,1.7,10,4,0.714,3.83,26,26,0,0,0,0,138.2,125,63,59,14,39,1,152,16,0,7,585,108,3.48,1.183,8.1,0.9,2.5,9.9,3.9,
85,Garrett Richards,33,BOS,AL,0.2,7,8,0.467,4.87,40,22,4,0,0,3,136.2,158,86,74,19,60,1,115,5,0,7,617,96,4.72,1.595,10.4,1.3,4,7.6,1.92,
86,Sonny Gray,31,CIN,NL,3.1,7,9,0.438,4.19,26,26,0,0,0,0,135.1,115,67,63,19,50,1,155,8,0,9,575,112,3.99,1.219,7.6,1.3,3.3,10.3,3.1,
87,Framber Valdez*,27,HOU,AL,2.5,11,6,0.647,3.14,22,22,0,1,0,0,134.2,110,52,47,12,58,1,125,11,2,9,572,137,4.01,1.248,7.4,0.8,3.9,8.4,2.16,
88,Brad Keller,25,KCR,AL,-0.4,8,12,0.4,5.39,26,26,0,0,0,0,133.2,158,89,80,18,64,1,120,7,0,5,613,85,4.72,1.661,10.6,1.2,4.3,8.1,1.88,
89,Erick Fedde,28,WSN,NL,-1.1,7,9,0.438,5.47,29,27,1,0,0,0,133.1,144,90,81,23,48,6,128,4,1,1,590,74,4.66,1.44,9.7,1.6,3.2,8.6,2.67,
90,Trevor Rogers*,23,MIA,NL,3.5,7,8,0.467,2.64,25,25,0,0,0,0,133,107,46,39,6,46,2,157,5,1,4,550,160,2.55,1.15,7.2,0.4,3.1,10.6,3.41,"AS,ROY-2"
91,Carlos Rodón*,28,CHW,AL,5.1,13,5,0.722,2.37,24,24,0,1,1,0,132.2,91,39,35,13,36,1,185,8,0,7,534,185,2.65,0.957,6.2,0.9,2.4,12.6,5.14,"AS,CYA-5"
92,Shohei Ohtani,26,LAA,AL,4.1,9,2,0.818,3.18,23,23,0,0,0,0,130.1,98,48,46,15,44,2,156,10,2,10,533,141,3.52,1.09,6.8,1,3,10.8,3.55,"AS,MVP-1,SS"
93,Kris Bubic*,23,KCR,AL,1.3,6,7,0.462,4.43,29,20,3,0,0,0,130,121,67,64,22,59,0,114,7,1,0,556,103,5.14,1.385,8.4,1.5,4.1,7.9,1.93,
94,Andrew Heaney*,30,2TM,AL,0.3,8,9,0.471,5.83,30,23,2,0,0,0,129.2,130,85,84,29,41,0,150,6,0,4,558,76,4.85,1.319,9,2,2.8,10.4,3.66,
95,Andrew Heaney*,30,LAA,AL,0.8,6,7,0.462,5.27,18,18,0,0,0,0,94,92,56,55,16,31,0,113,3,0,3,401,85,4.06,1.309,8.8,1.5,3,10.8,3.65,
96,Andrew Heaney*,30,NYY,AL,-0.5,2,2,0.5,7.32,12,5,2,0,0,0,35.2,38,29,29,13,10,0,37,3,0,1,157,59,6.93,1.346,9.6,3.3,2.5,9.3,3.7,
97,Blake Snell*,28,SDP,NL,1.4,7,6,0.538,4.2,27,27,0,0,0,0,128.2,101,61,60,16,69,1,170,3,1,7,550,92,3.82,1.321,7.1,1.1,4.8,11.9,2.46,
98,Ian Anderson,23,ATL,NL,2.8,9,5,0.643,3.58,24,24,0,0,0,0,128.1,105,51,51,16,53,2,124,1,0,7,535,121,4.12,1.231,7.4,1.1,3.7,8.7,2.34,ROY-5
99,Brady Singer,24,KCR,AL,0,5,10,0.333,4.91,27,27,0,1,0,0,128.1,146,81,70,14,53,1,131,11,1,3,586,93,4.04,1.551,10.2,1,3.7,9.2,2.47,
100,Matt Harvey,32,BAL,AL,-0.7,6,14,0.3,6.27,28,28,0,0,0,0,127.2,160,96,89,19,37,1,95,5,0,3,582,71,4.6,1.543,11.3,1.3,2.6,6.7,2.57,
101,Drew Smyly*,32,ATL,NL,0.7,11,4,0.733,4.48,29,23,2,0,0,0,126.2,133,69,63,27,41,3,117,2,1,5,546,97,5.11,1.374,9.5,1.9,2.9,8.3,2.85,
102,Adbert Alzolay,26,CHC,NL,1,5,13,0.278,4.58,29,21,1,0,0,1,125.2,112,66,64,25,34,2,128,5,3,2,519,92,4.65,1.162,8,1.8,2.4,9.2,3.76,
103,Kolby Allard*,23,TEX,AL,-0.8,3,12,0.2,5.41,32,17,3,0,0,0,124.2,128,80,75,29,31,0,104,4,0,4,534,82,5.37,1.275,9.2,2.1,2.2,7.5,3.35,
104,Michael Wacha,29,TBR,AL,-0.5,3,5,0.375,5.05,29,23,1,0,0,0,124.2,132,73,70,23,31,0,121,4,0,5,528,80,4.47,1.307,9.5,1.7,2.2,8.7,3.9,
105,JT Brubaker,27,PIT,NL,0.5,5,13,0.278,5.36,24,24,0,0,0,0,124.1,123,75,74,28,38,1,129,9,1,3,538,80,5.16,1.295,8.9,2,2.8,9.3,3.39,
106,Aaron Civale,26,CLE,AL,2,12,5,0.706,3.84,21,21,0,0,0,0,124.1,108,56,53,23,31,0,99,4,1,3,498,112,4.83,1.118,7.8,1.7,2.2,7.2,3.19,
107,Shane McClanahan*,24,TBR,AL,1.8,10,6,0.625,3.43,25,25,0,0,0,0,123.1,120,49,47,14,37,0,141,2,0,9,517,118,3.31,1.273,8.8,1,2.7,10.3,3.81,ROY-7
108,Clayton Kershaw*,33,LAD,NL,2.4,10,8,0.556,3.55,22,22,0,0,0,0,121.2,103,51,48,15,21,0,144,3,1,7,488,119,3,1.019,7.6,1.1,1.6,10.7,6.86,
109,Jorge López,28,BAL,AL,-0.1,3,14,0.176,6.07,33,25,2,0,0,0,121.2,142,83,82,21,56,2,112,10,2,9,555,74,5.2,1.627,10.5,1.6,4.1,8.3,2,
110,Zac Gallen,25,ARI,NL,2.1,4,10,0.286,4.3,23,23,0,1,1,0,121.1,108,61,58,19,49,1,139,5,0,6,523,98,4.25,1.294,8,1.4,3.6,10.3,2.84,
111,Kyle Freeland*,28,COL,NL,2,7,8,0.467,4.33,23,23,0,0,0,0,120.2,133,59,58,20,38,1,105,4,0,1,515,111,4.63,1.417,9.9,1.5,2.8,7.8,2.76,
112,Triston McKenzie,23,CLE,AL,1,5,9,0.357,4.95,25,24,0,0,0,0,120,84,66,66,21,58,0,136,3,2,2,495,87,4.7,1.183,6.3,1.6,4.4,10.2,2.34,
113,Logan Gilbert,24,SEA,AL,0.9,6,5,0.545,4.68,24,24,0,0,0,0,119.1,112,63,62,17,28,2,128,6,0,9,503,88,3.73,1.173,8.4,1.3,2.1,9.7,4.57,
114,James Kaprielian,27,OAK,AL,1.4,8,5,0.615,4.07,24,21,0,0,0,0,119.1,105,55,54,19,41,0,123,5,0,1,502,101,4.33,1.223,7.9,1.4,3.1,9.3,3,
115,Alec Mills,29,CHC,NL,-0.4,6,7,0.462,5.07,32,20,4,0,0,1,119,137,75,67,16,34,2,87,7,0,4,517,83,4.49,1.437,10.4,1.2,2.6,6.6,2.56,
116,Eric Lauer*,26,MIL,NL,2.1,7,5,0.583,3.19,24,20,0,0,0,0,118.2,94,46,42,16,41,1,117,2,0,2,489,130,4.04,1.138,7.1,1.2,3.1,8.9,2.85,
117,Dane Dunning,26,TEX,AL,0.7,5,10,0.333,4.51,27,25,0,0,0,0,117.2,126,61,59,13,43,0,114,7,0,8,511,98,3.94,1.436,9.6,1,3.3,8.7,2.65,
118,Wil Crowe,26,PIT,NL,0.1,4,8,0.333,5.48,26,25,0,0,0,0,116.2,126,75,71,25,57,1,111,6,1,3,524,78,5.67,1.569,9.7,1.9,4.4,8.6,1.95,
119,Austin Gomber*,27,COL,NL,0.7,9,9,0.5,4.53,23,23,0,0,0,0,115.1,102,64,58,20,41,2,113,3,0,1,488,106,4.61,1.24,8,1.6,3.2,8.8,2.76,
120,Johnny Cueto,35,SFG,NL,0.9,7,7,0.5,4.08,22,21,0,0,0,0,114.2,127,57,52,15,30,1,98,4,0,0,490,101,4.05,1.369,10,1.2,2.4,7.7,3.27,
121,Vladimir Gutierrez,25,CIN,NL,1.8,9,6,0.6,4.74,22,22,0,0,0,0,114,115,61,60,20,46,0,88,4,2,3,496,99,5.22,1.412,9.1,1.6,3.6,6.9,1.91,ROY-8
122,Martín Pérez*,30,BOS,AL,0.4,7,8,0.467,4.74,36,22,6,0,0,0,114,136,71,60,19,36,2,97,9,1,2,509,99,4.82,1.509,10.7,1.5,2.8,7.7,2.69,
123,Caleb Smith*,29,ARI,NL,0.7,4,9,0.308,4.83,45,13,4,0,0,0,113.2,93,64,61,20,63,3,124,6,0,2,500,87,5.1,1.372,7.4,1.6,5,9.8,1.97,
124,Alek Manoah,23,TOR,AL,2.9,9,2,0.818,3.22,20,20,0,0,0,0,111.2,77,44,40,12,40,0,127,16,1,0,459,139,3.8,1.048,6.2,1,3.2,10.2,3.18,ROY-8
125,John Gant,28,2TM,2LG,0.6,5,11,0.313,4.09,39,21,4,0,0,0,110,95,56,50,10,71,2,92,6,0,3,491,99,4.78,1.509,7.8,0.8,5.8,7.5,1.3,
126,John Gant,28,STL,NL,1,4,6,0.4,3.42,25,14,4,0,0,0,76.1,64,32,29,6,56,2,56,5,0,0,345,115,5.12,1.572,7.5,0.7,6.6,6.6,1,
127,John Gant,28,MIN,AL,-0.3,1,5,0.167,5.61,14,7,0,0,0,0,33.2,31,24,21,4,15,0,36,1,0,3,146,76,4,1.366,8.3,1.1,4,9.6,2.4,
128,Paolo Espino,34,WSN,NL,1,5,5,0.5,4.27,35,19,11,0,0,1,109.2,108,53,52,19,25,2,92,1,0,1,455,95,4.46,1.213,8.9,1.6,2.1,7.6,3.68,
129,Michael Pineda,32,MIN,AL,1.6,9,8,0.529,3.62,22,21,0,0,0,0,109.1,114,49,44,17,21,1,88,2,0,1,458,117,4.21,1.235,9.4,1.4,1.7,7.2,4.19,
130,Chris Paddack,25,SDP,NL,-0.6,7,7,0.5,5.07,23,22,0,0,0,0,108.1,115,67,61,15,22,1,99,1,0,2,459,77,3.78,1.265,9.6,1.2,1.8,8.2,4.5,
