Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
130,Shane McClanahan*,26,TBR,AL,2.8,11,2,0.846,3.29,21,21,0,0,0,0,115,95,42,42,15,41,0,121,0,0,1,469,128,3.92,1.183,7.4,1.2,3.2,9.5,2.95,AS
131,Hunter Greene,23,CIN,NL,0.9,4,7,0.364,4.82,22,22,0,0,0,0,112,111,65,60,19,48,0,152,8,0,5,498,97,4.25,1.42,8.9,1.5,3.9,12.2,3.17,
132,Adrian Houser,30,MIL,NL,0.9,8,5,0.615,4.12,23,21,1,0,0,0,111.1,121,56,51,13,34,0,96,1,0,2,481,105,3.99,1.392,9.8,1.1,2.7,7.8,2.82,
133,David Peterson*,27,NYM,NL,0.5,3,8,0.273,5.03,27,21,0,1,0,0,111,124,64,62,16,50,0,128,6,0,6,492,83,4.34,1.568,10.1,1.3,4.1,10.4,2.56,
134,Nick Martinez,32,SDP,NL,1.5,6,4,0.6,3.43,63,9,6,0,0,1,110.1,99,45,42,12,40,1,106,3,0,3,461,123,3.92,1.26,8.1,1,3.3,8.6,2.65,
135,Luis Medina,24,OAK,AL,0,3,10,0.231,5.42,23,17,0,0,0,0,109.2,109,73,66,14,57,2,106,8,2,11,495,78,4.76,1.514,8.9,1.1,4.7,8.7,1.86,
136,Andrew Abbott*,24,CIN,NL,2.6,8,6,0.571,3.87,21,21,0,0,0,0,109.1,100,47,47,16,44,0,120,1,1,1,459,120,4.2,1.317,8.2,1.3,3.6,9.9,2.73,
137,Javier Assad,25,CHC,NL,2.4,5,3,0.625,3.05,32,10,9,0,0,0,109.1,93,38,37,13,41,1,94,3,1,3,449,140,4.29,1.226,7.7,1.1,3.4,7.7,2.29,
138,Domingo Germán,30,NYY,AL,0.7,5,7,0.417,4.56,20,19,1,1,1,0,108.2,83,61,55,20,34,0,114,6,0,2,444,95,4.65,1.077,6.9,1.7,2.8,9.4,3.35,
139,Tanner Houck,27,BOS,AL,1.3,6,10,0.375,5.01,21,21,0,0,0,0,106,104,61,59,14,41,0,99,6,0,1,463,91,4.43,1.368,8.8,1.2,3.5,8.4,2.41,
140,Joey Wentz*,25,DET,AL,-1.9,3,13,0.188,6.9,25,19,0,0,0,0,105.2,131,87,81,25,47,0,98,0,2,2,492,63,5.81,1.685,11.2,2.1,4,8.3,2.09,
141,Steven Matz*,32,STL,NL,1.9,4,7,0.364,3.86,25,17,2,0,0,0,105,108,48,45,11,32,0,98,3,2,2,449,114,3.75,1.333,9.3,0.9,2.7,8.4,3.06,
142,Taj Bradley,22,TBR,AL,-0.4,5,8,0.385,5.59,23,21,0,0,0,0,104.2,106,69,65,23,39,0,129,1,0,6,460,75,4.79,1.385,9.1,2,3.4,11.1,3.31,
143,Michael King,28,NYY,AL,3.3,4,8,0.333,2.75,49,9,10,0,0,6,104.2,88,35,32,10,32,1,127,5,1,2,431,158,3.13,1.146,7.6,0.9,2.8,10.9,3.97,
144,Kenta Maeda,35,MIN,AL,1.1,6,8,0.429,4.23,21,20,0,0,0,0,104.1,94,50,49,17,28,0,117,3,0,2,428,104,4.02,1.169,8.1,1.5,2.4,10.1,4.18,
145,Paul Blackburn,29,OAK,AL,1.3,4,7,0.364,4.43,21,20,0,0,0,0,103.2,117,54,51,11,43,1,104,3,0,1,464,95,3.96,1.543,10.2,1,3.7,9,2.42,
146,Reese Olson,23,DET,AL,1.5,5,7,0.417,3.99,21,18,0,0,0,0,103.2,83,49,46,14,33,0,103,1,1,4,422,109,4.01,1.119,7.2,1.2,2.9,8.9,3.12,
147,Tony Gonsolin,29,LAD,NL,-0.2,8,5,0.615,4.98,20,20,0,0,0,0,103,86,61,57,19,40,1,82,7,0,2,435,87,5.43,1.223,7.5,1.7,3.5,7.2,2.05,
148,Chris Sale*,34,BOS,AL,1.7,6,5,0.545,4.3,20,20,0,0,0,0,102.2,87,52,49,15,29,0,125,8,0,3,425,106,3.8,1.13,7.6,1.3,2.5,11,4.31,
149,Chris Flexen,28,2TM,2LG,-1.1,2,8,0.2,6.86,29,16,9,0,0,0,102.1,133,81,78,25,38,0,74,4,0,6,466,67,6.22,1.671,11.7,2.2,3.3,6.5,1.95,
150,Chris Flexen,28,SEA,AL,-0.9,0,4,0,7.71,17,4,9,0,0,0,42,59,36,36,11,19,0,29,0,0,2,196,52,6.64,1.857,12.6,2.4,4.1,6.2,1.53,
151,Chris Flexen,28,COL,NL,-0.2,2,4,0.333,6.27,12,12,0,0,0,0,60.1,74,45,42,14,19,0,45,4,0,4,270,79,5.92,1.541,11,2.1,2.8,6.7,2.37,
152,Adam Wainwright,41,STL,NL,-2,5,11,0.313,7.4,21,21,0,0,0,0,101,151,89,83,20,41,0,55,1,0,1,484,59,5.99,1.901,13.5,1.8,3.7,4.9,1.34,
